							
1206	회	1	3	17	26	27	42
1205	회	1	4	16	23	31	41
1204	회	8	16	28	30	31	44
1203	회	3	6	18	29	35	39
1202	회	5	12	21	33	37	40
1201	회	7	9	24	27	35	36
1200	회	1	2	4	16	20	32
1199	회	16	24	25	30	31	32
1198	회	26	30	33	38	39	41
1197	회	1	5	7	26	28	43
1196	회	8	12	15	29	40	45
1195	회	3	15	27	33	34	36
1194	회	3	13	15	24	33	37
1193	회	6	9	16	19	24	28
1192	회	10	16	23	36	39	40
1191	회	1	4	11	12	20	41
1190	회	7	9	19	23	26	45
1189	회	9	19	29	35	37	38
1188	회	3	4	12	19	22	27
1187	회	5	13	26	29	37	40
1186	회	2	8	13	16	23	28
1185	회	6	17	22	28	29	32
1184	회	14	16	23	25	31	37
1183	회	4	15	17	23	27	36
1182	회	1	13	21	25	28	31
1181	회	8	10	14	20	33	41
1180	회	6	12	18	37	40	41
1179	회	3	16	18	24	40	44
1178	회	5	6	11	27	43	44
1177	회	3	7	15	16	19	43
1176	회	7	9	11	21	30	35
1175	회	3	4	6	8	32	42
1174	회	8	11	14	17	36	39
1173	회	1	5	18	20	30	35
1172	회	7	9	24	40	42	44
1171	회	3	6	7	11	12	17
1170	회	3	13	28	34	38	42
1169	회	5	12	24	26	39	42
1168	회	9	21	24	30	33	37
1167	회	8	23	31	35	39	40
1166	회	14	23	25	27	29	42
1165	회	6	7	27	29	38	45
1164	회	17	18	23	25	38	39
1163	회	2	13	15	16	33	43
1162	회	20	21	22	25	28	29
1161	회	2	12	20	24	34	42
1160	회	7	13	18	36	39	45
1159	회	3	9	27	28	38	39
1158	회	21	25	27	32	37	38
1157	회	5	7	12	20	25	26
1156	회	30	31	34	39	41	45
1155	회	10	16	19	27	37	38
1154	회	4	8	22	26	32	38
1153	회	1	9	10	13	35	44
1152	회	30	31	32	35	36	37
1151	회	2	3	9	15	27	29
1150	회	8	9	18	35	39	45
1149	회	8	15	19	21	32	36
1148	회	3	6	13	15	16	22
1147	회	7	11	24	26	27	37
1146	회	6	11	17	19	40	43
1145	회	2	11	31	33	37	44
1144	회	3	4	12	15	26	34
1143	회	10	16	17	27	28	36
1142	회	2	8	28	30	37	41
1141	회	7	11	12	21	26	35
1140	회	7	10	22	29	31	38
1139	회	5	12	15	30	37	40
1138	회	14	16	19	20	29	34
1137	회	4	9	12	15	33	45
1136	회	21	33	35	38	42	44
1135	회	1	6	13	19	21	33
1134	회	3	7	9	13	19	24
1133	회	13	14	20	28	29	34
1132	회	6	7	19	28	34	41
1131	회	1	2	6	14	27	38
1130	회	15	19	21	25	27	28
1129	회	5	10	11	17	28	34
1128	회	1	5	8	16	28	33
1127	회	10	15	24	30	31	37
1126	회	4	5	9	11	37	40
1125	회	6	14	25	33	40	44
1124	회	3	8	17	30	33	34
1123	회	13	19	21	24	34	35
1122	회	3	6	21	30	34	35
1121	회	6	24	31	32	38	44
1120	회	2	19	26	31	38	41
1119	회	1	9	12	13	20	45
1118	회	11	13	14	15	16	45
1117	회	3	4	9	30	33	36
1116	회	15	16	17	25	30	31
1115	회	7	12	23	32	34	36
1114	회	10	16	19	32	33	38
1113	회	11	13	20	21	32	44
1112	회	16	20	26	36	42	44
1111	회	3	13	30	33	43	45
1110	회	3	7	11	20	22	41
1109	회	10	12	13	19	33	40
1108	회	7	19	26	37	39	44
1107	회	6	14	30	31	40	41
1106	회	1	3	4	29	42	45
1105	회	6	16	34	37	39	40
1104	회	1	7	21	30	35	38
1103	회	10	12	29	31	40	44
1102	회	13	14	22	26	37	38
1101	회	6	7	13	28	36	42
1100	회	17	26	29	30	31	43
1099	회	3	20	28	38	40	43
1098	회	12	16	21	24	41	43
1097	회	14	33	34	35	37	40
1096	회	1	12	16	19	23	43
1095	회	8	14	28	29	34	40
1094	회	6	7	15	22	26	40
1093	회	10	17	22	30	35	43
1092	회	7	18	19	26	33	45
1091	회	6	20	23	24	28	30
1090	회	12	19	21	29	40	45
1089	회	4	18	31	37	42	43
1088	회	11	21	22	30	39	44
1087	회	13	14	18	21	34	44
1086	회	11	16	25	27	35	36
1085	회	4	7	17	18	38	44
1084	회	8	12	13	29	33	42
1083	회	3	7	14	15	22	38
1082	회	21	26	27	32	34	42
1081	회	1	9	16	23	24	38
1080	회	13	16	23	31	36	44
1079	회	4	8	18	24	37	45
1078	회	6	10	11	14	36	38
1077	회	4	8	17	30	40	43
1076	회	3	7	9	33	36	37
1075	회	1	23	24	35	44	45
1074	회	1	6	20	27	28	41
1073	회	6	18	28	30	32	38
1072	회	16	18	20	23	32	43
1071	회	1	2	11	21	30	35
1070	회	3	6	14	22	30	41
1069	회	1	10	18	22	28	31
1068	회	4	7	19	26	33	35
1067	회	7	10	19	23	28	33
1066	회	6	11	16	19	21	32
1065	회	3	18	19	23	32	45
1064	회	3	6	9	18	22	35
1063	회	3	6	22	23	24	38
1062	회	20	31	32	40	41	45
1061	회	4	24	27	35	37	45
1060	회	3	10	24	33	38	45
1059	회	7	10	22	25	34	40
1058	회	11	23	25	30	32	40
1057	회	8	13	19	27	40	45
1056	회	13	20	24	32	36	45
1055	회	4	7	12	14	22	33
1054	회	14	19	27	28	30	45
1053	회	22	26	29	30	34	45
1052	회	5	17	26	27	35	38
1051	회	21	26	30	32	33	35
1050	회	6	12	31	35	38	43
1049	회	3	5	13	20	21	37
1048	회	6	12	17	21	32	39
1047	회	2	20	33	40	42	44
1046	회	7	16	25	29	35	36
1045	회	6	14	15	19	21	41
1044	회	12	17	20	26	28	36
1043	회	3	5	12	22	26	31
1042	회	5	14	15	23	34	43
1041	회	6	7	9	11	17	18
1040	회	8	16	26	29	31	36
1039	회	2	3	6	19	36	39
1038	회	7	16	24	27	37	44
1037	회	2	14	15	22	27	33
1036	회	2	5	22	32	34	45
1035	회	9	14	34	35	41	42
1034	회	26	31	32	33	38	40
1033	회	3	11	15	20	35	44
1032	회	1	6	12	19	36	42
1031	회	6	7	22	32	35	36
1030	회	2	5	11	17	24	29
1029	회	12	30	32	37	39	41
1028	회	5	7	12	13	18	35
1027	회	14	16	27	35	39	45
1026	회	5	12	13	31	32	41
1025	회	8	9	20	25	29	33
1024	회	9	18	20	22	38	44
1023	회	10	14	16	18	29	35
1022	회	5	6	11	29	42	45
1021	회	12	15	17	24	29	45
1020	회	12	27	29	38	41	45
1019	회	1	4	13	17	34	39
1018	회	3	19	21	25	37	45
1017	회	12	18	22	23	30	34
1016	회	15	26	28	34	41	42
1015	회	14	23	31	33	37	40
1014	회	3	11	14	18	26	27
1013	회	21	22	26	34	36	41
1012	회	5	11	18	20	35	45
1011	회	1	9	12	26	35	38
1010	회	9	12	15	25	34	36
1009	회	15	23	29	34	40	44
1008	회	9	11	30	31	41	44
1007	회	8	11	16	19	21	25
1006	회	8	11	15	16	17	37
1005	회	8	13	18	24	27	29
1004	회	7	15	30	37	39	44
1003	회	1	4	29	39	43	45
1002	회	17	25	33	35	38	45
1001	회	6	10	12	14	20	42
1000	회	2	8	19	22	32	42
999	회	1	3	9	14	18	28
998	회	13	17	18	20	42	45
997	회	4	7	14	16	24	44
996	회	6	11	15	24	32	39
995	회	1	4	13	29	38	39
994	회	1	3	8	24	27	35
993	회	6	14	16	18	24	42
992	회	12	20	26	33	44	45
991	회	13	18	25	31	33	44
990	회	2	4	25	26	36	37
989	회	17	18	21	27	29	33
988	회	2	13	20	30	31	41
987	회	2	4	15	23	29	38
986	회	7	10	16	28	41	42
985	회	17	21	23	30	34	44
984	회	3	10	23	35	36	37
983	회	13	23	26	31	35	43
982	회	5	7	13	20	21	44
981	회	27	36	37	41	43	45
980	회	3	13	16	23	24	35
979	회	7	11	16	21	27	33
978	회	1	7	15	32	34	42
977	회	2	9	10	14	22	44
976	회	4	12	14	25	35	37
975	회	7	8	9	17	22	24
974	회	1	2	11	16	39	44
973	회	22	26	31	37	41	42
972	회	3	6	17	23	37	39
971	회	2	6	17	18	21	26
970	회	9	11	16	21	28	36
969	회	3	9	10	29	40	45
968	회	2	5	12	14	24	39
967	회	1	6	13	37	38	40
966	회	1	21	25	29	34	37
965	회	2	13	25	28	29	36
964	회	6	21	36	38	39	43
963	회	6	12	19	23	34	42
962	회	1	18	28	31	34	43
